"Subject","Predicate","Object"
"UserSession: 123_Instagram_Smartphone","performsActivity","Commuting"
"UserID: 124","hasGender","Other"
"UserID: 124","livesIn","India"
"UserID: 124","hasProfession","Waiting Staff"
"UserID: 124","hasDemographics","Rural"
"UserID: 124","watched","VideoID: 9351 (Comedy)"
"VideoID: 9351 (Comedy)","watchReason","Boredom"
"UserID: 124","watchedSession","UserSession: 124_Youtube_Smartphone"
"UserSession: 124_Youtube_Smartphone","usesPlatform","Youtube"
"UserSession: 124_Youtube_Smartphone","usesDevice","Smartphone (Windows)"
"UserSession: 124_Youtube_Smartphone","connectsVia","Wi-Fi"
"UserSession: 124_Youtube_Smartphone","performsActivity","At Home"
"UserID: 125","hasGender","Male"
"UserID: 125","livesIn","United States"
"UserID: 125","hasProfession","Driver"
"UserID: 125","hasDemographics","Rural"
"UserID: 125","watched","VideoID: 3130 (Asmr)"
"VideoID: 3130 (Asmr)","watchReason","Boredom"
"UserID: 125","watchedSession","UserSession: 125_Youtube_Smartphone"
"UserSession: 125_Youtube_Smartphone","usesPlatform","Youtube"
"UserSession: 125_Youtube_Smartphone","usesDevice","Smartphone (Ios)"
"UserSession: 125_Youtube_Smartphone","connectsVia","Wi-Fi"
"UserSession: 125_Youtube_Smartphone","performsActivity","At Home"
"UserID: 126","hasGender","Female"
"UserID: 126","livesIn","India"
"UserID: 126","hasProfession","Driver"
"UserID: 126","hasDemographics","Rural"
"UserID: 126","watched","VideoID: 105 (Gaming)"
"VideoID: 105 (Gaming)","watchReason","Entertainment"
"UserID: 126","watchedSession","UserSession: 126_Tiktok_Tablet"
"UserSession: 126_Tiktok_Tablet","usesPlatform","Tiktok"
"UserSession: 126_Tiktok_Tablet","usesDevice","Tablet (Android)"
"UserSession: 126_Tiktok_Tablet","connectsVia","Mobile Data"
"UserSession: 126_Tiktok_Tablet","performsActivity","At School"
"UserID: 127","hasGender","Female"
"UserID: 127","livesIn","Barzil"
"UserID: 127","hasProfession","Cashier"
"UserID: 127","hasDemographics","Rural"
"UserID: 127","watched","VideoID: 7434 (Pranks)"
"VideoID: 7434 (Pranks)","watchReason","Habit"
"UserID: 127","watchedSession","UserSession: 127_Facebook_Computer"
"UserSession: 127_Facebook_Computer","usesPlatform","Facebook"
"UserSession: 127_Facebook_Computer","usesDevice","Computer (Ios)"
"UserSession: 127_Facebook_Computer","connectsVia","Mobile Data"
"UserSession: 127_Facebook_Computer","performsActivity","At School"
"UserID: 128","hasGender","Male"
"UserID: 128","livesIn","Mexico"
"UserID: 128","hasProfession","Labor/Worker"
"UserID: 128","hasDemographics","Rural"
"UserID: 128","watched","VideoID: 7690 (Pranks)"
"VideoID: 7690 (Pranks)","watchReason","Boredom"
"UserID: 128","watchedSession","UserSession: 128_Facebook_Smartphone"
"UserSession: 128_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 128_Facebook_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 128_Facebook_Smartphone","connectsVia","Wi-Fi"
"UserSession: 128_Facebook_Smartphone","performsActivity","At School"
"UserID: 129","hasGender","Other"
"UserID: 129","livesIn","Philippines"
"UserID: 129","hasProfession","Waiting Staff"
"UserID: 129","hasDemographics","Rural"
"UserID: 129","watched","VideoID: 3568 (Vlogs)"
"VideoID: 3568 (Vlogs)","watchReason","Entertainment"
"UserID: 129","watchedSession","UserSession: 129_Facebook_Smartphone"
"UserSession: 129_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 129_Facebook_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 129_Facebook_Smartphone","connectsVia","Wi-Fi"
"UserSession: 129_Facebook_Smartphone","performsActivity","At School"
"UserID: 130","hasGender","Female"
"UserID: 130","livesIn","Indonesia"
"UserID: 130","hasProfession","Students"
"UserID: 130","hasDemographics","Urban"
"UserID: 130","watched","VideoID: 4349 (Jokes/Memes)"
"VideoID: 4349 (Jokes/Memes)","watchReason","Habit"
"UserID: 130","watchedSession","UserSession: 130_Tiktok_Tablet"
"UserSession: 130_Tiktok_Tablet","usesPlatform","Tiktok"
"UserSession: 130_Tiktok_Tablet","usesDevice","Tablet (Macos)"
"UserSession: 130_Tiktok_Tablet","connectsVia","Wi-Fi"
"UserSession: 130_Tiktok_Tablet","performsActivity","At Home"
"UserID: 131","hasGender","Male"
"UserID: 131","livesIn","United States"
"UserID: 131","hasProfession","Driver"
"UserID: 131","hasDemographics","Urban"
"UserID: 131","watched","VideoID: 4391 (Vlogs)"
"VideoID: 4391 (Vlogs)","watchReason","Habit"
"UserID: 131","watchedSession","UserSession: 131_Facebook_Smartphone"
"UserSession: 131_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 131_Facebook_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 131_Facebook_Smartphone","connectsVia","Mobile Data"
"UserSession: 131_Facebook_Smartphone","performsActivity","At Home"
"UserID: 132","hasGender","Male"
"UserID: 132","livesIn","Indonesia"
"UserID: 132","hasProfession","Artist"
"UserID: 132","hasDemographics","Rural"
"UserID: 132","watched","VideoID: 6812 (Life Hacks)"
"VideoID: 6812 (Life Hacks)","watchReason","Procrastination"
"UserID: 132","watchedSession","UserSession: 132_Instagram_Smartphone"
"UserSession: 132_Instagram_Smartphone","usesPlatform","Instagram"
"UserSession: 132_Instagram_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 132_Instagram_Smartphone","connectsVia","Mobile Data"
"UserSession: 132_Instagram_Smartphone","performsActivity","At Home"
"UserID: 133","hasGender","Female"
"UserID: 133","livesIn","India"
"UserID: 133","hasProfession","Waiting Staff"
"UserID: 133","hasDemographics","Rural"
"UserID: 133","watched","VideoID: 1182 (Asmr)"
"VideoID: 1182 (Asmr)","watchReason","Entertainment"
"UserID: 133","watchedSession","UserSession: 133_Instagram_Tablet"
"UserSession: 133_Instagram_Tablet","usesPlatform","Instagram"
"UserSession: 133_Instagram_Tablet","usesDevice","Tablet (Android)"
"UserSession: 133_Instagram_Tablet","connectsVia","Mobile Data"
"UserSession: 133_Instagram_Tablet","performsActivity","Commuting"
"UserID: 134","hasGender","Male"
"UserID: 134","livesIn","India"
"UserID: 134","hasProfession","Students"
"UserID: 134","hasDemographics","Rural"
"UserID: 134","watched","VideoID: 4645 (Vlogs)"
"VideoID: 4645 (Vlogs)","watchReason","Entertainment"
"UserID: 134","watchedSession","UserSession: 134_Instagram_Smartphone"
"UserSession: 134_Instagram_Smartphone","usesPlatform","Instagram"
"UserSession: 134_Instagram_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 134_Instagram_Smartphone","connectsVia","Mobile Data"
"UserSession: 134_Instagram_Smartphone","performsActivity","At School"
"UserID: 135","hasGender","Female"
"UserID: 135","livesIn","Barzil"
"UserID: 135","hasProfession","Driver"
"UserID: 135","hasDemographics","Rural"
"UserID: 135","watched","VideoID: 5874 (Entertainment)"
"VideoID: 5874 (Entertainment)","watchReason","Procrastination"
"UserID: 135","watchedSession","UserSession: 135_Instagram_Smartphone"
"UserSession: 135_Instagram_Smartphone","usesPlatform","Instagram"
"UserSession: 135_Instagram_Smartphone","usesDevice","Smartphone (Windows)"
"UserSession: 135_Instagram_Smartphone","connectsVia","Mobile Data"
"UserSession: 135_Instagram_Smartphone","performsActivity","At Home"
"UserID: 136","hasGender","Female"
"UserID: 136","livesIn","Barzil"
"UserID: 136","hasProfession","Manager"
"UserID: 136","hasDemographics","Rural"
"UserID: 136","watched","VideoID: 4395 (Life Hacks)"
"VideoID: 4395 (Life Hacks)","watchReason","Entertainment"
"UserID: 136","watchedSession","UserSession: 136_Youtube_Computer"
"UserSession: 136_Youtube_Computer","usesPlatform","Youtube"
"UserSession: 136_Youtube_Computer","usesDevice","Computer (Ios)"
"UserSession: 136_Youtube_Computer","connectsVia","Mobile Data"
"UserSession: 136_Youtube_Computer","performsActivity","At Home"
"UserID: 137","hasGender","Female"
"UserID: 137","livesIn","Pakistan"
"UserID: 137","hasProfession","Cashier"
"UserID: 137","hasDemographics","Rural"
"UserID: 137","watched","VideoID: 3535 (Trends)"
"VideoID: 3535 (Trends)","watchReason","Boredom"
"UserID: 137","watchedSession","UserSession: 137_Instagram_Smartphone"
"UserSession: 137_Instagram_Smartphone","usesPlatform","Instagram"
"UserSession: 137_Instagram_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 137_Instagram_Smartphone","connectsVia","Mobile Data"
"UserSession: 137_Instagram_Smartphone","performsActivity","At Home"
"UserID: 138","hasGender","Female"
"UserID: 138","livesIn","Germany"
"UserID: 138","hasProfession","Labor/Worker"
"UserID: 138","hasDemographics","Rural"
"UserID: 138","watched","VideoID: 5845 (Entertainment)"
"VideoID: 5845 (Entertainment)","watchReason","Entertainment"
"UserID: 138","watchedSession","UserSession: 138_Facebook_Tablet"
"UserSession: 138_Facebook_Tablet","usesPlatform","Facebook"
"UserSession: 138_Facebook_Tablet","usesDevice","Tablet (Android)"
"UserSession: 138_Facebook_Tablet","connectsVia","Mobile Data"
"UserSession: 138_Facebook_Tablet","performsActivity","At Work"
"UserID: 139","hasGender","Male"
"UserID: 139","livesIn","Pakistan"
"UserID: 139","hasProfession","Students"
"UserID: 139","hasDemographics","Rural"
"UserID: 139","watched","VideoID: 5940 (Life Hacks)"
"VideoID: 5940 (Life Hacks)","watchReason","Boredom"
"UserID: 139","watchedSession","UserSession: 139_Tiktok_Tablet"
"UserSession: 139_Tiktok_Tablet","usesPlatform","Tiktok"
"UserSession: 139_Tiktok_Tablet","usesDevice","Tablet (Android)"
"UserSession: 139_Tiktok_Tablet","connectsVia","Mobile Data"
"UserSession: 139_Tiktok_Tablet","performsActivity","Commuting"
"UserID: 140","hasGender","Male"
"UserID: 140","livesIn","India"
"UserID: 140","hasProfession","Students"
"UserID: 140","hasDemographics","Rural"
"UserID: 140","watched","VideoID: 6476 (Life Hacks)"
"VideoID: 6476 (Life Hacks)","watchReason","Procrastination"
"UserID: 140","watchedSession","UserSession: 140_Facebook_Computer"
"UserSession: 140_Facebook_Computer","usesPlatform","Facebook"
"UserSession: 140_Facebook_Computer","usesDevice","Computer (Windows)"
"UserSession: 140_Facebook_Computer","connectsVia","Wi-Fi"
"UserSession: 140_Facebook_Computer","performsActivity","At School"
"UserID: 141","hasGender","Female"
"UserID: 141","livesIn","India"
"UserID: 141","hasProfession","Students"
"UserID: 141","hasDemographics","Rural"
"UserID: 141","watched","VideoID: 1775 (Jokes/Memes)"
"VideoID: 1775 (Jokes/Memes)","watchReason","Habit"
"UserID: 141","watchedSession","UserSession: 141_Instagram_Tablet"
"UserSession: 141_Instagram_Tablet","usesPlatform","Instagram"
"UserSession: 141_Instagram_Tablet","usesDevice","Tablet (Ios)"
"UserSession: 141_Instagram_Tablet","connectsVia","Mobile Data"
"UserSession: 141_Instagram_Tablet","performsActivity","At Work"
"UserID: 142","hasGender","Male"
"UserID: 142","livesIn","India"
"UserID: 142","hasProfession","Engineer"
"UserID: 142","hasDemographics","Urban"
"UserID: 142","watched","VideoID: 8284 (Gaming)"
"VideoID: 8284 (Gaming)","watchReason","Procrastination"
"UserID: 142","watchedSession","UserSession: 142_Youtube_Smartphone"
"UserSession: 142_Youtube_Smartphone","usesPlatform","Youtube"
"UserSession: 142_Youtube_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 142_Youtube_Smartphone","connectsVia","Mobile Data"
"UserSession: 142_Youtube_Smartphone","performsActivity","At Home"
"UserID: 143","hasGender","Female"
"UserID: 143","livesIn","Pakistan"
"UserID: 143","hasProfession","Engineer"
"UserID: 143","hasDemographics","Rural"
"UserID: 143","watched","VideoID: 447 (Life Hacks)"
"VideoID: 447 (Life Hacks)","watchReason","Habit"
"UserID: 143","watchedSession","UserSession: 143_Instagram_Smartphone"
"UserSession: 143_Instagram_Smartphone","usesPlatform","Instagram"
"UserSession: 143_Instagram_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 143_Instagram_Smartphone","connectsVia","Mobile Data"
"UserSession: 143_Instagram_Smartphone","performsActivity","At School"
"UserID: 144","hasGender","Female"
"UserID: 144","livesIn","Mexico"
"UserID: 144","hasProfession","Engineer"
"UserID: 144","hasDemographics","Urban"
"UserID: 144","watched","VideoID: 109 (Pranks)"
"VideoID: 109 (Pranks)","watchReason","Entertainment"
"UserID: 144","watchedSession","UserSession: 144_Tiktok_Smartphone"
"UserSession: 144_Tiktok_Smartphone","usesPlatform","Tiktok"
"UserSession: 144_Tiktok_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 144_Tiktok_Smartphone","connectsVia","Mobile Data"
"UserSession: 144_Tiktok_Smartphone","performsActivity","Commuting"
"UserID: 145","hasGender","Male"
"UserID: 145","livesIn","Mexico"
"UserID: 145","hasProfession","Waiting Staff"
"UserID: 145","hasDemographics","Rural"
"UserID: 145","watched","VideoID: 3240 (Life Hacks)"
"VideoID: 3240 (Life Hacks)","watchReason","Entertainment"
"UserID: 145","watchedSession","UserSession: 145_Facebook_Smartphone"
"UserSession: 145_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 145_Facebook_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 145_Facebook_Smartphone","connectsVia","Mobile Data"
"UserSession: 145_Facebook_Smartphone","performsActivity","At Work"
"UserID: 146","hasGender","Other"
"UserID: 146","livesIn","India"
"UserID: 146","hasProfession","Engineer"
"UserID: 146","hasDemographics","Rural"
"UserID: 146","watched","VideoID: 5932 (Life Hacks)"
"VideoID: 5932 (Life Hacks)","watchReason","Habit"
"UserID: 146","watchedSession","UserSession: 146_Tiktok_Tablet"
"UserSession: 146_Tiktok_Tablet","usesPlatform","Tiktok"
"UserSession: 146_Tiktok_Tablet","usesDevice","Tablet (Ios)"
"UserSession: 146_Tiktok_Tablet","connectsVia","Mobile Data"
"UserSession: 146_Tiktok_Tablet","performsActivity","Commuting"
"UserID: 147","hasGender","Male"
"UserID: 147","livesIn","Vietnam"
"UserID: 147","hasProfession","Waiting Staff"
"UserID: 147","hasDemographics","Rural"
"UserID: 147","watched","VideoID: 4054 (Life Hacks)"
"VideoID: 4054 (Life Hacks)","watchReason","Procrastination"
"UserID: 147","watchedSession","UserSession: 147_Tiktok_Smartphone"
"UserSession: 147_Tiktok_Smartphone","usesPlatform","Tiktok"
"UserSession: 147_Tiktok_Smartphone","usesDevice","Smartphone (Ios)"
"UserSession: 147_Tiktok_Smartphone","connectsVia","Mobile Data"
"UserSession: 147_Tiktok_Smartphone","performsActivity","At Work"
"UserID: 148","hasGender","Male"
"UserID: 148","livesIn","Germany"
"UserID: 148","hasProfession","Labor/Worker"
"UserID: 148","hasDemographics","Urban"
"UserID: 148","watched","VideoID: 4538 (Jokes/Memes)"
"VideoID: 4538 (Jokes/Memes)","watchReason","Procrastination"
"UserID: 148","watchedSession","UserSession: 148_Tiktok_Smartphone"
"UserSession: 148_Tiktok_Smartphone","usesPlatform","Tiktok"
"UserSession: 148_Tiktok_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 148_Tiktok_Smartphone","connectsVia","Wi-Fi"
"UserSession: 148_Tiktok_Smartphone","performsActivity","At Home"
"UserID: 149","hasGender","Other"
"UserID: 149","livesIn","Mexico"
"UserID: 149","hasProfession","Engineer"
"UserID: 149","hasDemographics","Rural"
"UserID: 149","watched","VideoID: 6362 (Vlogs)"
"VideoID: 6362 (Vlogs)","watchReason","Boredom"
"UserID: 149","watchedSession","UserSession: 149_Facebook_Smartphone"
"UserSession: 149_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 149_Facebook_Smartphone","usesDevice","Smartphone (Ios)"
"UserSession: 149_Facebook_Smartphone","connectsVia","Wi-Fi"
"UserSession: 149_Facebook_Smartphone","performsActivity","At Home"
"UserID: 150","hasGender","Male"
"UserID: 150","livesIn","Japan"
"UserID: 150","hasProfession","Cashier"
"UserID: 150","hasDemographics","Rural"
"UserID: 150","watched","VideoID: 1246 (Trends)"
"VideoID: 1246 (Trends)","watchReason","Habit"
"UserID: 150","watchedSession","UserSession: 150_Instagram_Smartphone"
"UserSession: 150_Instagram_Smartphone","usesPlatform","Instagram"
"UserSession: 150_Instagram_Smartphone","usesDevice","Smartphone (Ios)"
"UserSession: 150_Instagram_Smartphone","connectsVia","Mobile Data"
"UserSession: 150_Instagram_Smartphone","performsActivity","At School"
"UserID: 151","hasGender","Other"
"UserID: 151","livesIn","United States"
"UserID: 151","hasProfession","Artist"
"UserID: 151","hasDemographics","Urban"
"UserID: 151","watched","VideoID: 2721 (Entertainment)"
"VideoID: 2721 (Entertainment)","watchReason","Habit"
"UserID: 151","watchedSession","UserSession: 151_Tiktok_Smartphone"
"UserSession: 151_Tiktok_Smartphone","usesPlatform","Tiktok"
"UserSession: 151_Tiktok_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 151_Tiktok_Smartphone","connectsVia","Mobile Data"
"UserSession: 151_Tiktok_Smartphone","performsActivity","At Home"
"UserID: 152","hasGender","Male"
"UserID: 152","livesIn","India"
"UserID: 152","hasProfession","Driver"
"UserID: 152","hasDemographics","Rural"
"UserID: 152","watched","VideoID: 8470 (Gaming)"
"VideoID: 8470 (Gaming)","watchReason","Habit"
"UserID: 152","watchedSession","UserSession: 152_Facebook_Tablet"
"UserSession: 152_Facebook_Tablet","usesPlatform","Facebook"
"UserSession: 152_Facebook_Tablet","usesDevice","Tablet (Android)"
"UserSession: 152_Facebook_Tablet","connectsVia","Mobile Data"
"UserSession: 152_Facebook_Tablet","performsActivity","At Home"
"UserID: 153","hasGender","Male"
"UserID: 153","livesIn","India"
"UserID: 153","hasProfession","Students"
"UserID: 153","hasDemographics","Rural"
"UserID: 153","watched","VideoID: 7742 (Life Hacks)"
"VideoID: 7742 (Life Hacks)","watchReason","Entertainment"
"UserID: 153","watchedSession","UserSession: 153_Youtube_Smartphone"
"UserSession: 153_Youtube_Smartphone","usesPlatform","Youtube"
"UserSession: 153_Youtube_Smartphone","usesDevice","Smartphone (Windows)"
"UserSession: 153_Youtube_Smartphone","connectsVia","Mobile Data"
"UserSession: 153_Youtube_Smartphone","performsActivity","At Home"
"UserID: 154","hasGender","Other"
"UserID: 154","livesIn","India"
"UserID: 154","hasProfession","Waiting Staff"
"UserID: 154","hasDemographics","Urban"
"UserID: 154","watched","VideoID: 5106 (Trends)"
"VideoID: 5106 (Trends)","watchReason","Habit"
"UserID: 154","watchedSession","UserSession: 154_Facebook_Smartphone"
"UserSession: 154_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 154_Facebook_Smartphone","usesDevice","Smartphone (Ios)"
"UserSession: 154_Facebook_Smartphone","connectsVia","Mobile Data"
"UserSession: 154_Facebook_Smartphone","performsActivity","At Home"
"UserID: 155","hasGender","Male"
"UserID: 155","livesIn","United States"
"UserID: 155","hasProfession","Students"
"UserID: 155","hasDemographics","Urban"
"UserID: 155","watched","VideoID: 2923 (Entertainment)"
"VideoID: 2923 (Entertainment)","watchReason","Boredom"
"UserID: 155","watchedSession","UserSession: 155_Youtube_Smartphone"
"UserSession: 155_Youtube_Smartphone","usesPlatform","Youtube"
"UserSession: 155_Youtube_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 155_Youtube_Smartphone","connectsVia","Mobile Data"
"UserSession: 155_Youtube_Smartphone","performsActivity","At School"
"UserID: 156","hasGender","Male"
"UserID: 156","livesIn","United States"
"UserID: 156","hasProfession","Students"
"UserID: 156","hasDemographics","Urban"
"UserID: 156","watched","VideoID: 2514 (Vlogs)"
"VideoID: 2514 (Vlogs)","watchReason","Boredom"
"UserID: 156","watchedSession","UserSession: 156_Facebook_Smartphone"
"UserSession: 156_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 156_Facebook_Smartphone","usesDevice","Smartphone (Macos)"
"UserSession: 156_Facebook_Smartphone","connectsVia","Mobile Data"
"UserSession: 156_Facebook_Smartphone","performsActivity","At Home"
"UserID: 157","hasGender","Female"
"UserID: 157","livesIn","Japan"
"UserID: 157","hasProfession","Students"
"UserID: 157","hasDemographics","Rural"
"UserID: 157","watched","VideoID: 9031 (Pranks)"
"VideoID: 9031 (Pranks)","watchReason","Boredom"
"UserID: 157","watchedSession","UserSession: 157_Instagram_Smartphone"
"UserSession: 157_Instagram_Smartphone","usesPlatform","Instagram"
"UserSession: 157_Instagram_Smartphone","usesDevice","Smartphone (Macos)"
"UserSession: 157_Instagram_Smartphone","connectsVia","Wi-Fi"
"UserSession: 157_Instagram_Smartphone","performsActivity","At Work"
"UserID: 158","hasGender","Other"
"UserID: 158","livesIn","Pakistan"
"UserID: 158","hasProfession","Driver"
"UserID: 158","hasDemographics","Rural"
"UserID: 158","watched","VideoID: 2802 (Pranks)"
"VideoID: 2802 (Pranks)","watchReason","Boredom"
"UserID: 158","watchedSession","UserSession: 158_Tiktok_Tablet"
"UserSession: 158_Tiktok_Tablet","usesPlatform","Tiktok"
"UserSession: 158_Tiktok_Tablet","usesDevice","Tablet (Android)"
"UserSession: 158_Tiktok_Tablet","connectsVia","Mobile Data"
"UserSession: 158_Tiktok_Tablet","performsActivity","At School"
"UserID: 159","hasGender","Female"
"UserID: 159","livesIn","Vietnam"
"UserID: 159","hasProfession","Manager"
"UserID: 159","hasDemographics","Rural"
"UserID: 159","watched","VideoID: 6982 (Jokes/Memes)"
"VideoID: 6982 (Jokes/Memes)","watchReason","Procrastination"
"UserID: 159","watchedSession","UserSession: 159_Instagram_Computer"
"UserSession: 159_Instagram_Computer","usesPlatform","Instagram"
"UserSession: 159_Instagram_Computer","usesDevice","Computer (Ios)"
"UserSession: 159_Instagram_Computer","connectsVia","Mobile Data"
"UserSession: 159_Instagram_Computer","performsActivity","At School"
"UserID: 160","hasGender","Other"
"UserID: 160","livesIn","India"
"UserID: 160","hasProfession","Students"
"UserID: 160","hasDemographics","Rural"
"UserID: 160","watched","VideoID: 8222 (Jokes/Memes)"
"VideoID: 8222 (Jokes/Memes)","watchReason","Entertainment"
"UserID: 160","watchedSession","UserSession: 160_Facebook_Smartphone"
"UserSession: 160_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 160_Facebook_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 160_Facebook_Smartphone","connectsVia","Mobile Data"
"UserSession: 160_Facebook_Smartphone","performsActivity","Commuting"
"UserID: 161","hasGender","Male"
"UserID: 161","livesIn","India"
"UserID: 161","hasProfession","Waiting Staff"
"UserID: 161","hasDemographics","Rural"
"UserID: 161","watched","VideoID: 6503 (Life Hacks)"
"VideoID: 6503 (Life Hacks)","watchReason","Entertainment"
"UserID: 161","watchedSession","UserSession: 161_Tiktok_Tablet"
"UserSession: 161_Tiktok_Tablet","usesPlatform","Tiktok"
"UserSession: 161_Tiktok_Tablet","usesDevice","Tablet (Android)"
"UserSession: 161_Tiktok_Tablet","connectsVia","Wi-Fi"
"UserSession: 161_Tiktok_Tablet","performsActivity","At Work"
"UserID: 162","hasGender","Male"
"UserID: 162","livesIn","Indonesia"
"UserID: 162","hasProfession","Labor/Worker"
"UserID: 162","hasDemographics","Urban"
"UserID: 162","watched","VideoID: 6039 (Trends)"
"VideoID: 6039 (Trends)","watchReason","Habit"
"UserID: 162","watchedSession","UserSession: 162_Youtube_Smartphone"
"UserSession: 162_Youtube_Smartphone","usesPlatform","Youtube"
"UserSession: 162_Youtube_Smartphone","usesDevice","Smartphone (Ios)"
"UserSession: 162_Youtube_Smartphone","connectsVia","Wi-Fi"
"UserSession: 162_Youtube_Smartphone","performsActivity","At Home"
"UserID: 163","hasGender","Other"
"UserID: 163","livesIn","Japan"
"UserID: 163","hasProfession","Students"
"UserID: 163","hasDemographics","Rural"
"UserID: 163","watched","VideoID: 6230 (Gaming)"
"VideoID: 6230 (Gaming)","watchReason","Boredom"
"UserID: 163","watchedSession","UserSession: 163_Facebook_Smartphone"
"UserSession: 163_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 163_Facebook_Smartphone","usesDevice","Smartphone (Windows)"
"UserSession: 163_Facebook_Smartphone","connectsVia","Mobile Data"
"UserSession: 163_Facebook_Smartphone","performsActivity","At Work"
"UserID: 164","hasGender","Male"
"UserID: 164","livesIn","India"
"UserID: 164","hasProfession","Manager"
"UserID: 164","hasDemographics","Rural"
"UserID: 164","watched","VideoID: 9450 (Entertainment)"
"VideoID: 9450 (Entertainment)","watchReason","Entertainment"
"UserID: 164","watchedSession","UserSession: 164_Tiktok_Smartphone"
"UserSession: 164_Tiktok_Smartphone","usesPlatform","Tiktok"
"UserSession: 164_Tiktok_Smartphone","usesDevice","Smartphone (Windows)"
"UserSession: 164_Tiktok_Smartphone","connectsVia","Mobile Data"
"UserSession: 164_Tiktok_Smartphone","performsActivity","At Home"
"UserID: 165","hasGender","Male"
"UserID: 165","livesIn","Japan"
"UserID: 165","hasProfession","Cashier"
"UserID: 165","hasDemographics","Urban"
"UserID: 165","watched","VideoID: 365 (Jokes/Memes)"
"VideoID: 365 (Jokes/Memes)","watchReason","Boredom"
"UserID: 165","watchedSession","UserSession: 165_Youtube_Smartphone"
"UserSession: 165_Youtube_Smartphone","usesPlatform","Youtube"
"UserSession: 165_Youtube_Smartphone","usesDevice","Smartphone (Macos)"
"UserSession: 165_Youtube_Smartphone","connectsVia","Mobile Data"
"UserSession: 165_Youtube_Smartphone","performsActivity","Commuting"
"UserID: 166","hasGender","Male"
"UserID: 166","livesIn","Japan"
"UserID: 166","hasProfession","Engineer"
"UserID: 166","hasDemographics","Urban"
"UserID: 166","watched","VideoID: 1801 (Entertainment)"
"VideoID: 1801 (Entertainment)","watchReason","Entertainment"
"UserID: 166","watchedSession","UserSession: 166_Youtube_Smartphone"
"UserSession: 166_Youtube_Smartphone","usesPlatform","Youtube"
"UserSession: 166_Youtube_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 166_Youtube_Smartphone","connectsVia","Mobile Data"
"UserSession: 166_Youtube_Smartphone","performsActivity","At Work"
"UserID: 167","hasGender","Male"
"UserID: 167","livesIn","Philippines"
"UserID: 167","hasProfession","Labor/Worker"
"UserID: 167","hasDemographics","Rural"
"UserID: 167","watched","VideoID: 5959 (Gaming)"
"VideoID: 5959 (Gaming)","watchReason","Habit"
"UserID: 167","watchedSession","UserSession: 167_Instagram_Computer"
"UserSession: 167_Instagram_Computer","usesPlatform","Instagram"
"UserSession: 167_Instagram_Computer","usesDevice","Computer (Windows)"
"UserSession: 167_Instagram_Computer","connectsVia","Mobile Data"
"UserSession: 167_Instagram_Computer","performsActivity","At School"
"UserID: 168","hasGender","Male"
"UserID: 168","livesIn","Japan"
"UserID: 168","hasProfession","Students"
"UserID: 168","hasDemographics","Urban"
"UserID: 168","watched","VideoID: 9097 (Gaming)"
"VideoID: 9097 (Gaming)","watchReason","Entertainment"
"UserID: 168","watchedSession","UserSession: 168_Facebook_Tablet"
"UserSession: 168_Facebook_Tablet","usesPlatform","Facebook"
"UserSession: 168_Facebook_Tablet","usesDevice","Tablet (Ios)"
"UserSession: 168_Facebook_Tablet","connectsVia","Wi-Fi"
"UserSession: 168_Facebook_Tablet","performsActivity","At School"
"UserID: 169","hasGender","Female"
"UserID: 169","livesIn","United States"
"UserID: 169","hasProfession","Waiting Staff"
"UserID: 169","hasDemographics","Rural"
"UserID: 169","watched","VideoID: 7437 (Trends)"
"VideoID: 7437 (Trends)","watchReason","Habit"
"UserID: 169","watchedSession","UserSession: 169_Youtube_Smartphone"
"UserSession: 169_Youtube_Smartphone","usesPlatform","Youtube"
"UserSession: 169_Youtube_Smartphone","usesDevice","Smartphone (Macos)"
"UserSession: 169_Youtube_Smartphone","connectsVia","Mobile Data"
"UserSession: 169_Youtube_Smartphone","performsActivity","At Work"
"UserID: 170","hasGender","Female"
"UserID: 170","livesIn","Philippines"
"UserID: 170","hasProfession","Labor/Worker"
"UserID: 170","hasDemographics","Rural"
